이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
조길형,서울,영등포구,구시군의장선거,6,2,남,rem,57,,51.225,False,,3
장성수,서울,동작구,구시군의장선거,6,1,남,con,60,정당인,51.225,False,,3
이창우,서울,동작구,구시군의장선거,6,2,남,rem,43,정당인,51.225,False,,3
정한식,서울,동작구,구시군의장선거,,3,남,rem,58,,51.225,False,-3.589841221672528,3
하금성,서울,동작구,구시군의장선거,6,3,남,rem,63,,51.225,False,-5.1429836452953275,3
정기철,서울,동작구,구시군의장선거,6,3,남,rem,47,,51.225,False,-4.456251928202767,3
이정호,서울,관악구,구시군의장선거,6,1,남,con,58,정당인,51.225,False,-0.5948057018840069,2
유종필,서울,관악구,구시군의장선거,6,2,남,rem,56,,51.225,False,,2
이승헌,서울,관악구,구시군의장선거,6,3,남,rev,43,,51.225,False,-3.407018739962912,2
조은희,서울,서초구,구시군의장선거,6,1,여,con,53,,51.225,False,-0.03201282015779683,1
곽세현,서울,서초구,구시군의장선거,6,2,남,rem,52,,51.225,False,,1
이원호,서울,서초구,구시군의장선거,6,3,남,rev,44,,51.225,False,-3.953511219795915,1
이현수,서울,서초구,구시군의장선거,6,3,남,rem,57,,51.225,False,-4.57647659260452,1
진익철,,서초구,구시군의장선거,6,3,남,rem,62,,51.225,False,-1.8020941885861557,1
신연희,서울,강남구,구시군의장선거,6,1,여,con,66,,51.225,False,0.4211857183270161,1
김명신,서울,강남구,구시군의장선거,6,2,여,rem,57,정당인,51.225,False,,1
이양한,서울,강남구,구시군의장선거,6,3,남,rem,71,,51.225,False,-3.374341076508801,1
박춘희,서울,송파구,구시군의장선거,6,1,여,con,59,,51.225,False,0.11435244897454935,1
박용모,서울,송파구,구시군의장선거,6,2,남,rem,55,,51.225,False,,1
김현종,서울,송파구,구시군의장선거,6,3,남,rev,50,,51.225,False,-3.682612173062092,1
최용호,서울,강동구,구시군의장선거,6,1,남,con,59,,51.225,False,-0.3776077189415379,1
이해식,서울,강동구,구시군의장선거,6,2,남,rem,50,,51.225,False,,1
김은숙,부산,중구,구시군의장선거,6,1,여,con,69,,51.225,True,-0.024869888368633183,1
이인준,부산,중구,구시군의장선거,6,3,남,rem,64,,51.225,False,-0.041282621399696455,1
박극제,부산,서구,구시군의장선거,6,1,남,con,62,,51.225,True,0.3939891686721632,1
유승우,부산,서구,구시군의장선거,6,,남,rem,49,,51.225,False,-0.4870104347848833,1
박삼석,부산,동구,구시군의장선거,6,1,남,con,64,정당인,51.225,True,-0.34309944238374485,1
성재도,부산,동구,구시군의장선거,6,2,남,rem,57,,51.225,,,1
정영석,부산,동구,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.4285149827010214,1
어윤태,부산,영도구,구시군의장선거,6,1,남,con,68,,51.225,True,0.2910285303638069,1
김철훈,부산,영도구,구시군의장선거,6,2,남,rem,54,,51.225,False,,1
하계열,부산,부산진구,구시군의장선거,6,1,남,con,68,,51.225,True,0.4332490520161136,1
조영진,부산,부산진구,구시군의장선거,6,2,남,rem,47,정당인,51.225,False,,1
손한영,부산,부산진구,구시군의장선거,6,3,남,rev,53,,51.225,False,-3.330516339027862,1
김명미,부산,부산진구,구시군의장선거,6,3,여,rev,48,정당인,51.225,False,-3.1449315670118985,1
전광우,부산,동래구,구시군의장선거,6,1,남,con,54,정당인,51.225,True,-0.15538555367035048,1
정상원,부산,동래구,구시군의장선거,,2,남,rem,51,,51.225,False,,1
조길우,부산,동래구,구시군의장선거,6,3,남,rem,70,,51.225,False,-1.5225998879066067,1
전일수,부산,동래구,구시군의장선거,6,3,남,rem,47,,51.225,False,-2.657591004344237,1
이종철,부산,남구,구시군의장선거,6,1,남,con,70,,51.225,True,-0.3204995432258719,1
김병원,부산,남구,구시군의장선거,6,2,남,rem,67,,51.225,False,,1
차경양,부산,남구,구시군의장선거,6,3,남,rem,53,,51.225,False,-2.825498714921658,1
송순임,부산,남구,구시군의장선거,6,3,여,rem,58,,51.225,False,-2.1743430723880426,1
김선길,부산,남구,구시군의장선거,6,3,남,rem,56,,51.225,False,-1.861514683428568,
황재관,부산,북구,구시군의장선거,6,1,남,con,67,,51.225,True,0.19160913917734373,1
정진우,부산,북구,구시군의장선거,6,2,남,rem,46,,51.225,False,,1
유병국,부산,북구,구시군의장선거,6,3,남,rev,50,,51.225,False,-3.291662885121436,1
신오동,부산,북구,구시군의장선거,6,3,남,rem,53,,51.225,False,-2.501145102953775,1
백선기,부산,해운대구,구시군의장선거,6,1,남,con,66,,51.225,True,0.12953076130167554,1
윤준호,부산,해운대구,구시군의장선거,6,2,남,rem,46,,51.225,False,,1
김대현,부산,해운대구,구시군의장선거,6,3,남,rev,33,,51.225,False,-3.301431850097964,1
박은숙,부산,해운대구,구시군의장선거,6,3,여,rem,51,,51.225,False,-2.8867385761006785,1
남명숙,부산,해운대구,구시군의장선거,6,3,여,rem,54,,51.225,False,-3.0219552533547813,1
홍성률,부산,기장군,구시군의장선거,6,1,남,con,67,정당인,51.225,False,-0.5438224048624579,1
김홍석,부산,기장군,구시군의장선거,6,2,남,rem,53,,51.225,False,,1
오규석,부산,기장군,구시군의장선거,6,3,남,rem,55,,51.225,True,0.024364650517779043,1
이경훈,부산,사하구,구시군의장선거,6,1,남,con,64,,51.225,True,0.4628590579005529,1
노재갑,부산,사하구,구시군의장선거,6,2,남,rem,49,정당인,51.225,False,,1
원정희,부산,금정구,구시군의장선거,6,1,남,con,60,,51.225,True,0.8909443201799621,1
정장근,부산,금정구,구시군의장선거,6,3,남,rev,58,,51.225,False,-1.034829646783798,1
노기태,부산,강서구,구시군의장선거,6,1,남,con,67,정당인,51.225,True,-0.19423038710754936,1
김진옥,부산,강서구,구시군의장선거,6,2,남,rem,47,,51.225,False,,1
안병해,부산,강서구,구시군의장선거,6,3,남,rem,57,,51.225,False,-0.8116726067478275,1
이위준,부산,연제구,구시군의장선거,6,1,남,con,71,,51.225,True,0.29386047012052485,1
김홍재,부산,연제구,구시군의장선거,6,3,남,rem,,,51.225,False,-0.7667418847251882,1
박현욱,부산,수영구,구시군의장선거,6,1,남,con,59,,51.225,True,0.4279153387580091,1
황진수,부산,수영구,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.5348574456604532,1
송숙희,부산,사상구,구시군의장선거,6,1,여,con,55,,51.225,True,0.5184158380133715,1
황호선,부산,사상구,구시군의장선거,6,2,남,rem,62,,51.225,False,,1
윤순영,대구,중구,구시군의장선거,6,1,여,con,61,,51.225,True,0.4096662065709928,1
한기열,대구,중구,구시군의장선거,6,3,남,rem,62,,51.225,False,-0.4930669781766588,1
강대식,대구,동구,구시군의장선거,6,1,남,con,54,,51.225,True,1.220009559656344,1
권택흥,대구,동구,구시군의장선거,6,3,남,rev,45,,51.225,False,-1.3842736002140048,1
류한국,대구,서구,구시군의장선거,6,1,,con,60,정당인,51.225,True,0.011159337509916096,1
강성호,대구,서구,구시군의장선거,6,3,남,rem,47,,51.225,False,-1.2398219625061242,1
서중현,대구,서구,구시군의장선거,6,3,남,rem,62,,51.225,False,-1.2565229150796904,1
신상숙,대구,서구,구시군의장선거,6,3,여,rem,48,,51.225,False,-3.382657641501436,1
배광식,대구,북구,구시군의장선거,6,1,남,con,54,정당인,51.225,True,0.693356304207155,1
권효기,대구,북구,구시군의장선거,6,3,남,rem,72,,51.225,False,-1.9533619483791151,1
구본항,대구,북구,구시군의장선거,6,3,남,rem,57,,51.225,False,-1.4899609042355608,1
이진훈,대구,수성구,구시군의장선거,6,1,남,con,57,,51.225,True,0.8950538379214019,1
이성수,대구,수성구,구시군의장선거,6,3,남,rem,65,,51.225,False,-1.0190402535527292,1
곽대훈,대구,달서구,구시군의장선거,6,1,남,con,59,,51.225,True,0.927692966680314,1
김학기,대구,달서구,구시군의장선거,6,2,남,rem,54,정당인,51.225,False,,1
김홍섭,인천,중구,구시군의장선거,6,1,남,con,64,,51.225,True,,1
강선구,인천,중구,구시군의장선거,6,2,남,rem,51,정당인,51.225,False,,1
,인천,중구,구시군의장선거,6,3,남,rem,62,정당인,51.225,False,-2.973406143139215,
이흥수,인천,동구,구시군의장선거,6,1,남,con,53,,51.225,True,-0.1306357190803032,1
조택상,인천,동구,구시군의장선거,6,3,남,rev,55,정당인,51.225,False,-0.4511853924101471,1
전용철,인천,동구,구시군의장선거,6,3,남,rem,53,,51.225,False,-1.9847287140096983,1
최백규,인천,남구,구시군의장선거,6,1,남,con,46,정당인,51.225,False,-0.03695090704836674,1
박우섭,인천,,,6,2,남,rem,58,,51.225,True,,1
이재호,인천,연수구,구시군의장선거,6,1,,con,55,정당인,51.225,True,-0.06420780361928477,1
고남석,인천,연수구,구시군의장선거,6,2,남,rem,56,,51.225,False,,1
우윤식,인천,연수구,구시군의장선거,6,3,남,rem,51,,51.225,False,-2.7312011895434805,1
장석현,인천,남동구,구시군의장선거,6,1,남,con,58,정당인,51.225,True,-0.02092707577873979,2
배진교,인천,남동구,구시군의장선거,6,3,남,rev,45,,51.225,False,-0.04354066550323641,2
박윤배,인천,부평구,구시군의장선거,6,1,남,con,62,,51.225,False,-0.1664364035032389,2
홍미영,인천,부평구,구시군의장선거,6,2,여,rem,58,,51.225,True,,2
김현상,인천,부평구,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.0242075302831073,2
오성규,인천,계양구,구시군의장선거,6,1,남,con,60,정당인,51.225,False,-0.3822361623540751,2
박형우,인천,계양구,구시군의장선거,6,2,남,rem,56,,51.225,True,,2
조동수,인천,계양구,구시군의장선거,6,3,남,rem,62,,51.225,False,-3.1194497196293307,2
강범석,인천,서구,구시군의장선거,6,1,남,con,48,정당인,51.225,True,0.02711826919692509,3
전원기,인천,서구,구시군의장선거,6,2,남,rem,53,정당인,51.225,False,,3
권중광,인천,서구,구시군의장선거,6,3,남,,69,정당인,51.225,False,-3.3467758706388886,3
한상운,인천,강화군,구시군의장선거,6,2,남,rem,70,,51.225,False,,3
유천호,인천,강화군,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.4236309119147237,3
이상복,인천,강화군,구시군의장선거,6,3,남,rem,60,,51.225,True,-0.2069784775401905,3
조윤길,인천,옹진군,구시군의장선거,6,1,남,con,64,,51.225,True,0.5459100262497013,1
김기조,인천,옹진군,구시군의장선거,6,3,남,rem,50,,51.225,False,-0.9676481610302544,1
손도신,인천,옹진군,구시군의장선거,6,3,남,rem,40,,51.225,False,-2.8544489041251504,1
노희용,,동구,구시군의장선거,6,2,남,rem,51,,51.225,True,,2
김미화,광주,동구,구시군의장선거,6,3,여,rev,37,,51.225,False,-2.076109082224716,2
오형근,광주,동구,구시군의장선거,6,3,남,rem,51,,51.225,False,-1.6428489352801734,2
임인현,광주,서구,구시군의장선거,6,1,여,con,57,정당인,51.225,False,-2.7104079666733067,2
임우진,광주,서구,구시군의장선거,6,2,남,rem,61,정당인,51.225,True,,2
신광조,광주,서구,구시군의장선거,6,3,남,rem,56,,51.225,False,-1.1906641122253814,2
최영호,광주,남구,구시군의장선거,6,2,남,rem,49,,51.225,True,,2
강도석,광주,남구,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.6956981519857328,2
김대현,광주,남구,구시군의장선거,6,3,남,rem,42,,51.225,False,-2.095174664367061,2
박찬호,광주,북구,구시군의장선거,6,1,남,con,64,,51.225,False,-2.8557684028552908,2
송광운,광주,북구,구시군의장선거,6,2,남,rem,60,,51.225,True,,2
정형택,광주,북구,구시군의장선거,6,3,남,rev,49,,51.225,False,-2.1981931654848736,2
진선기,광주,북구,구시군의장선거,6,3,남,rem,49,,51.225,False,-1.6046885424375648,2
민형배,광주,광산구,구시군의장선거,6,2,남,rem,52,,51.225,True,,2
박오열,광주,광산구,구시군의장선거,6,3,남,rev,47,,51.225,False,-1.637384802843424,2
민병직,대전,동구,구시군의장선거,6,1,남,con,59,정당인,51.225,False,-0.2842022587987747,1
한현택,대전,동구,구시군의장선거,6,2,남,rem,58,,51.225,True,,1
이은권,대전,중구,구시군의장선거,6,1,남,con,55,정당인,51.225,False,-0.22532363980712186,3
박용갑,대전,중구,구시군의장선거,6,2,남,rem,57,,51.225,True,,3
전동생,대전,중구,구시군의장선거,6,3,남,rem,59,,51.225,False,-3.2498365889676624,3
박환용,대전,서구,구시군의장선거,6,1,남,con,64,,51.225,False,-0.10102441843418958,2
장종태,대전,서구,구시군의장선거,6,2,남,rem,61,정당인,51.225,True,,2
이강철,대전,서구,구시군의장선거,6,3,남,rem,55,,51.225,False,-3.3145628616895015,2
진동규,대전,유성구,구시군의장선거,6,1,남,con,56,,51.225,False,-0.579178348214131,2
허태정,대전,유성구,구시군의장선거,6,2,남,rem,48,,51.225,True,,2
유석상,대전,,구시군의장선거,6,3,남,rev,40,,51.225,False,-4.0408017788826385,2
김헌태,대전,유성구,구시군의장선거,6,3,남,rem,60,정당인,51.225,False,,2
박수범,대전,대덕구,구시군의장선거,6,1,남,con,53,정당인,51.225,True,-0.17167737354704446,1
박영순,대전,대덕구,구시군의장선거,6,2,남,rem,49,정당인,51.225,False,,1
홍춘기,대전,대덕구,구시군의장선거,6,3,여,rev,44,정당인,51.225,False,-3.394249755301664,1
최영관,대전,대덕구,구시군의장선거,6,3,남,rem,65,,51.225,False,-3.1496758325669383,1
박성민,울산,중구,구시군의장선거,6,1,남,con,55,,51.225,True,0.4702259810895068,1
임동호,울산,중구,구시군의장선거,6,2,남,rem,45,정당인,51.225,False,,1
,울산,남구,구시군의장선거,6,1,남,con,51,정당인,51.225,True,0.3851554706361566,1
김진석,울산,남구,구시군의장선거,,3,남,rev,50,정당인,51.225,False,-0.4670661717926145,1
권명호,울산,동구,구시군의장선거,6,1,남,con,53,정당인,51.225,True,-0.2363011644402558,1
유성용,울산,동구,구시군의장선거,6,2,남,rem,52,정당인,51.225,False,,1
김종훈,울산,동구,구시군의장선거,6,3,남,rev,49,정당인,51.225,False,-0.4177818176268943,1
손삼호,울산,동구,구시군의장선거,6,3,남,rev,54,,51.225,False,-2.8694315328765985,1
박천동,울산,북구,구시군의장선거,6,1,남,con,48,정당인,51.225,True,-0.22844103146817976,1
김재근,울산,북구,구시군의장선거,6,2,남,rem,55,,51.225,False,,1
윤종오,울산,북구,구시군의장선거,6,3,남,rev,50,,51.225,False,-0.30396842172336397,1
신장열,울산,울주군,구시군의장선거,6,1,남,con,61,,51.225,True,0.28595251077800937,1
서진기,울산,울주군,구시군의장선거,6,3,남,rem,70,,51.225,False,-0.8238316929629644,1
김용서,경기,수원시,구시군의장선거,6,1,남,con,73,정당인,51.225,False,-0.5368471634774988,2
염태영,경기,수원시,구시군의장선거,6,,남,rem,53,,51.225,True,,
임미숙,경기,수원시,구시군의장선거,6,3,여,rev,44,정당인,51.225,False,-4.121456769456271,2
김규화,경기,수원시,구시군의장선거,6,3,남,rev,51,,51.225,False,-4.563076877270892,2
신영수,경기,성남시,구시군의장선거,6,1,남,con,62,정당인,51.225,False,-0.3656934663995816,1
이재명,경기,성남시,구시군의장선거,6,2,남,rem,49,,51.225,True,,1
허재안,경기,성남시,구시군의장선거,6,3,남,rem,61,정당인,51.225,False,-4.296216725211711,1
강세창,경기,의정부시,구시군의장선거,6,1,남,con,53,,51.225,False,-0.30682863306060826,3
안병용,경기,의정부시,구시군의장선거,6,2,남,rem,58,,51.225,True,,3
이용,경기,의정부시,구시군의장선거,6,3,,rem,62,,51.225,False,-2.8855810647714253,3
이필운,경기,안양시,구시군의장선거,6,1,남,con,59,정당인,51.225,True,0.06741155501584803,2
최대호,경기,안양시,구시군의장선거,6,2,남,rem,55,,51.225,False,,2
이재진,경기,부천시,구시군의장선거,6,1,남,con,47,정당인,51.225,False,-0.3112875472192857,2
김만수,경기,부천시,구시군의장선거,6,2,남,rem,49,,51.225,True,,2
유윤상,경기,부천시,구시군의장선거,6,3,남,rem,61,,51.225,False,-4.310839441409392,2
심중식,경기,광명시,구시군의장선거,6,1,남,con,55,정당인,51.225,False,-0.466872554593068,2
양기대,경기,광명시,구시군의장선거,6,2,남,rem,51,정당인,51.225,True,,2
공재광,경기,평택시,구시군의장선거,6,1,남,con,51,정당인,51.225,True,-0.019304537304944632,1
김선기,경기,평택시,구시군의장선거,6,2,남,rem,,정당인,51.225,False,,1
이호성,경기,평택시,구시군의장선거,6,3,남,rev,42,정당인,51.225,False,-3.580518388200597,1
현삼식,경기,양주시,구시군의장선거,6,,남,con,66,,51.225,True,0.058703838587315066,1
이성호,경기,양주시,구시군의장선거,6,2,남,rem,56,정당인,51.225,False,,1
임상오,경기,동두천시,구시군의장선거,6,1,남,con,55,,51.225,False,-0.4985830822568373,1
오세창,경기,동두천시,구시군의장선거,6,2,남,rem,63,,51.225,True,,1
박인범,경기,동두천시,구시군의장선거,6,3,남,rem,56,,51.225,False,-1.3160588135209232,1
조빈주,경기,안산시,구시군의장선거,6,1,남,con,62,정당인,51.225,False,-0.5715689283569089,2
제종길,경기,안산시,구시군의장선거,6,2,남,rem,59,,51.225,True,,2
김철민,경기,안산시,구시군의장선거,6,3,남,rem,57,,51.225,False,-1.25671991854121,2
강성환,경기,안산시,구시군의장선거,6,3,남,rem,56,,51.225,False,-4.3360736851173804,2
강현석,경기,고양시,구시군의장선거,6,1,남,con,61,정당인,51.225,False,-0.18616967599697515,2
최성,경기,고양시,구시군의장선거,6,2,남,rem,50,,51.225,True,,2
강명룡,경기,고양시,구시군의장선거,6,3,남,rev,45,,51.225,False,-4.273262405348665,2
김형오,경기,고양시,구시군의장선거,6,3,남,rem,61,,51.225,False,-4.081466766475598,2
신계용,경기,과천시,구시군의장선거,6,1,여,con,50,정당인,,True,-0.7206257599065159,3
김종천,경기,과천시,구시군의장선거,6,2,남,rem,41,,51.225,False,,3
서형원,경기,과천시,구시군의장선거,6,3,남,rem,45,,51.225,False,-1.4456543161479412,3
이경수,경기,과천시,구시군의장선거,6,3,남,rem,55,,51.225,False,-1.4833997849972549,3
권오규,경기,의왕시,구시군의장선거,6,1,남,con,48,정당인,51.225,False,-0.35806100751714665,3
김성제,경기,의왕시,구시군의장선거,6,2,남,rem,54,,51.225,True,,3
백경현,경기,구리시,구시군의장선거,6,1,남,con,55,정당인,51.225,False,-0.5573948635859428,2
박영순,경기,구리시,,6,2,남,rem,66,,51.225,True,,2
이봉관,경기,구리시,구시군의장선거,6,3,남,rev,37,정당인,51.225,False,-4.1471360697170665,2
권봉수,경기,구리시,구시군의장선거,,3,남,rem,50,,,False,-2.9823752723222423,2
김용호,경기,구리시,구시군의장선거,6,3,남,rem,67,,51.225,False,-2.5852786287113623,2
이석우,경기,남양주시,구시군의장선거,6,1,남,con,66,,51.225,True,-0.04030898564383606,2
김한정,경기,남양주시,구시군의장선거,6,2,남,rem,50,,51.225,False,,2
조병환,경기,남양주시,구시군의장선거,6,3,남,rem,52,,51.225,False,-3.0879964936510764,2
이권재,경기,오산시,구시군의장선거,6,1,남,con,50,,51.225,False,-0.6591423415986358,2
곽상욱,경기,오산시,구시군의장선거,6,2,남,rem,49,,51.225,True,,2
최인혜,경기,오산시,구시군의장선거,6,3,여,rem,49,,51.225,False,-2.743405206007448,2
최형근,경기,화성시,구시군의장선거,6,1,남,con,55,,51.225,False,-0.12073781473455032,3
채인석,경기,화성시,구시군의장선거,6,2,남,rem,51,,51.225,True,,3
홍성규,경기,화성시,구시군의장선거,6,3,남,rev,39,,51.225,False,-3.146151307257578,3
한인수,경기,시흥시,구시군의장선거,6,1,남,con,66,,51.225,False,-0.1782875580068822,2
김윤식,경기,시흥시,구시군의장선거,6,2,남,rem,48,,51.225,True,,2
신부식,경기,시흥시,구시군의장선거,6,3,남,rem,58,,51.225,False,-3.2753207808618057,2
하은호,경기,군포시,구시군의장선거,6,1,남,con,53,,51.225,False,-0.4122864557704219,2
김윤주,경기,군포시,구시군의장선거,6,2,남,rem,65,,51.225,True,,
김황식,경기,하남시,구시군의장선거,6,1,남,con,63,정당인,51.225,False,-0.24990780526479806,1
이교범,경기,하남시,구시군의장선거,6,2,남,rem,62,정당인,51.225,True,,1
이옥진,경기,하남시,구시군의장선거,6,3,남,rem,73,,51.225,False,-3.393477768690829,1
이재홍,경기,파주시,구시군의장선거,6,1,남,con,57,정당인,51.225,True,-0.13643973265071807,3
이인재,경기,파주시,구시군의장선거,6,2,남,rem,53,,51.225,False,,3
이재희,경기,파주시,구시군의장선거,6,3,남,rev,38,정당인,51.225,False,-3.616460196124548,3
,경기,파주시,구시군의장선거,6,3,남,rem,54,,51.225,False,-3.3143197323967115,3
원경희,경기,여주시,구시군의장선거,6,1,남,con,58,,51.225,True,0.13561616260248502,1
장학진,경기,여주시,구시군의장선거,6,2,남,rem,61,,51.225,False,,1
정숙영,경기,여주시,구시군의장선거,6,3,여,rem,62,,51.225,False,-1.4253726530595552,1
김경희,경기,이천시,구시군의장선거,6,1,여,con,59,정당인,51.225,False,-0.4854172419474404,1
조병돈,경기,이천시,구시군의장선거,6,2,남,rem,65,,51.225,True,,1
김경훈,경기,이천시,구시군의장선거,6,3,남,rev,43,,51.225,False,-4.0736734419530265,1
김문환,경기,이천시,구시군의장선거,6,3,남,rem,49,,51.225,False,-1.427584946880551,1
정찬민,경기,용인시,구시군의장선거,6,1,남,con,56,정당인,51.225,True,0.027670644465661417,3
양해경,경기,용인시,구시군의장선거,6,2,여,rem,60,,51.225,False,,3
김상국,경기,용인시,구시군의장선거,6,3,남,rem,61,,51.225,False,-3.0156799113636867,3
김학규,경기,용인시,구시군의장선거,6,3,남,rem,66,,51.225,False,-1.840451604401536,3
황은성,경기,안성시,구시군의장선거,6,1,남,con,52,,51.225,True,0.3035591498282746,1
김선미,경기,안성시,구시군의장선거,,2,여,rem,53,,51.225,False,,1
신광철,경기,김포시,구시군의장선거,6,1,남,con,60,,51.225,False,-0.323510145546977,3
유영록,경기,김포시,구시군의장선거,6,2,남,rem,51,정당인,51.225,True,,3
김동식,경기,김포시,구시군의장선거,6,3,남,rem,53,,51.225,False,-2.2959402215982485,3
조억동,경기,광주시,구시군의장선거,6,1,남,con,57,,51.225,True,0.01223072535168227,1
이성규,경기,광주시,구시군의장선거,6,2,남,rem,57,,51.225,False,,1
장형옥,경기,광주시,구시군의장선거,6,3,여,rem,52,,51.225,False,-2.5878116817287964,1
서장원,경기,포천시,구시군의장선거,6,1,남,con,56,,51.225,True,0.18221988428103109,1
김창균,경기,포천시,구시군의장선거,6,2,남,rem,50,,51.225,False,,1
최호열,경기,포천시,구시군의장선거,6,3,남,rem,53,,51.225,False,-1.4547878947618562,1
김규선,경기,연천군,구시군의장선거,6,1,남,con,61,,51.225,True,0.049696371752970134,1
이태원,경기,연천군,구시군의장선거,6,2,남,rem,63,,51.225,False,,1
정경식,경기,연천군,구시군의장선거,6,3,남,rem,56,,51.225,False,-2.233706422386565,1
이효재,경기,연천군,구시군의장선거,6,3,남,rem,53,,51.225,False,-2.3727937449061,1
김선교,경기,양평군,구시군의장선거,6,1,남,con,53,정당인,51.225,True,0.3627746250485796,2
김덕수,경기,양평군,구시군의장선거,6,3,남,rem,52,,51.225,False,-0.4429775761276409,2
박창석,경기,가평군,구시군의장선거,6,1,남,con,57,정당인,51.225,False,-0.2131129424728726,2
김성기,경기,가평군,구시군의장선거,6,3,남,rem,57,,51.225,True,0.12059741643178998,2
최동용,강원,춘천시,구시군의장선거,6,1,남,con,63,,51.225,True,-0.0006717557504517593,1
변지량,강원,춘천시,구시군의장선거,6,3,남,rem,55,,51.225,False,-0.5689753874742419,1
원경묵,강원,원주시,구시군의장선거,6,1,남,con,55,,51.225,,-0.08463671710147996,3
원창묵,강원,원주시,구시군의장선거,6,2,남,rem,53,,51.225,True,,3
최명희,강원,강릉시,구시군의장선거,6,1,남,con,59,,51.225,True,0.6862968058678596,1
홍기업,강원,강릉시,구시군의장선거,6,2,남,rem,63,정당인,51.225,False,,1
심규언,강원,동해시,구시군의장선거,6,1,남,con,58,정당인,51.225,True,-0.16959531667040775,1
김원오,강원,동해시,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.3960730469629428,1
한기선,강원,동해시,구시군의장선거,6,3,남,rem,66,,51.225,False,-2.049016961689856,1
홍희표,강원,동해시,구시군의장선거,6,3,남,rem,76,,51.225,False,-2.1230395074225,1
최경순,강원,,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.364354932751877,1
김대수,강원,삼척시,구시군의장선거,6,1,남,con,72,,51.225,False,-0.5406718021718468,1
김양호,강원,삼척시,구시군의장선거,6,3,남,rem,52,,51.225,True,0.455404383000153,1
김연식,강원,태백시,구시군의장선거,6,1,남,con,46,,51.225,True,0.2414017615018653,1
김동욱,강원,태백시,구시군의장선거,6,2,남,rem,56,,51.225,False,,1
전정환,강원,정선군,구시군의장선거,6,1,남,con,56,정당인,51.225,True,0.12267287890319392,1
최승준,강원,정선군,구시군의장선거,6,2,남,rem,57,,51.225,False,,1
채용생,강원,속초시,구시군의장선거,6,1,남,con,60,,51.225,False,-0.12073558867846652,1
이병선,강원,속초시,구시군의장선거,6,3,남,rem,51,정당인,51.225,True,0.05002577230192287,1
윤승근,강원,고성군,구시군의장선거,6,1,남,con,59,,51.225,True,-0.3716472382566197,1
신명선,강원,고성군,구시군의장선거,6,2,남,rem,69,,51.225,False,,1
신준수,강원,고성군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.7212927581228032,1
박효동,강원,고성군,구시군의장선거,6,3,남,rem,56,정당인,51.225,False,-1.5830210479575866,1
함형완,강원,고성군,구시군의장선거,6,3,남,rem,54,,51.225,False,-1.5415426895565325,1
김진하,강원,양양군,구시군의장선거,6,1,남,,54,정당인,51.225,True,-0.3528027222562229,1
정상철,강원,양양군,구시군의장선거,6,2,남,rem,68,,51.225,False,,1
김관호,강원,양양군,구시군의장선거,6,3,남,rem,65,,51.225,False,-1.3988021180772443,1
이순선,강원,인제군,구시군의장선거,6,1,남,con,57,,51.225,True,-0.02264630926427656,1
최상기,강원,인제군,구시군의장선거,6,2,남,rem,59,,51.225,False,,1
양정우,강원,,구시군의장선거,6,3,남,rem,57,,51.225,False,-3.315765783832044,1
문석완,강원,인제군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.064869401909528,1
노승락,강원,홍천군,구시군의장선거,6,1,남,con,63,,51.225,True,-0.31987029280646434,1
고춘석,강원,홍천군,구시군의장선거,6,2,남,rem,58,정당인,51.225,False,,1
허필홍,강원,홍천군,구시군의장선거,6,3,남,rem,50,,51.225,False,-0.3456717534486507,1
한규호,강원,횡성군,구시군의장선거,6,1,남,con,63,정당인,51.225,True,0.39611050294094396,1
김명기,강원,횡성군,구시군의장선거,6,3,남,rem,62,,51.225,False,-0.8406865355096959,1
정연학,강원,횡성군,구시군의장선거,6,3,남,rem,50,,51.225,False,-2.4650213744484657,1
박선규,강원,영월군,구시군의장선거,6,1,남,con,57,,51.225,True,0.6279011141634389,1
고진국,강원,영월군,구시군의장선거,6,2,남,rem,61,정당인,51.225,False,,1
이상춘,강원,영월군,구시군의장선거,6,3,남,rem,75,,51.225,False,-3.8237402839302366,1
심재국,강원,평창군,구시군의장선거,6,1,남,con,57,,51.225,True,0.13132822613225226,1
이석래,강원,평창군,구시군의장선거,6,2,남,rem,57,,51.225,False,,1
최문순,강원,화천군,구시군의장선거,6,1,남,con,60,,51.225,True,0.7980316032710089,1
이재원,강원,화천군,구시군의장선거,6,2,남,rem,55,정당인,51.225,False,,1
전창범,강원,양구군,구시군의장선거,6,1,남,con,61,,51.225,True,0.039496986926094574,1
김대영,강원,양구군,구시군의장선거,6,3,남,rem,61,,51.225,False,-0.1133495950917378,1
이현종,강원,철원군,구시군의장선거,6,1,남,con,64,정당인,51.225,True,-0.09101832772278363,1
홍광문,강원,철원군,구시군의장선거,6,2,남,rem,58,정당인,51.225,False,,1
